company,location,education,skills_description,job_type,salary,job_experience,job_role,exp_min,exp_max,exp_avg,primary_location,role_category,salary_category,skill_count,experience_level
The Pathweavers,"Hyderabad, Chennai, Bengaluru",Undergraduate,"Knowledge of Big data stackData Modelling, HQLExposure to BI Tools, SQL, Jira, Sprint Planning, Kanban, Data Modeling, Story Writing",full-time,1228227.0,3-4,Business Analyst,3,4,3.5,Hyderabad,Business Analyst,10-15 LPA,8,Mid-Level
Praatah business Services Pvt Ltd,"Pune, Gurugram",Undergraduate,"Capital Advisors, Administration, Report Generation, Analysts, Data Entry, Mortgage, Risk Management",contract,1723401.0,7-8,Finance Analyst,7,8,7.5,Pune,Finance Analyst,15-20 LPA,7,Senior
mycityband,"Hyderabad, Ahmedabad",Undergraduate,"SEO Analyst, E-commerce, SEO Executive, Data Entry Operator",contract,1252715.0,1-5,SEO Analyst,1,5,3.0,Hyderabad,SEO Analyst,10-15 LPA,4,Junior
Krazy Mantra HR Solutions Pvt. Ltd,Bengaluru,Not Specified,"Six Sigma, Business Analyst, Project Manager, Information Security, Agile, API Architecture, Scrum, SDLC",contract,1150436.0,7-8,Business Analyst - Technology (Hiring in top MNC),7,8,7.5,Bengaluru,Business Analyst,10-15 LPA,8,Senior
"E2open, LLC","Hyderabad, Delhi",Undergraduate,"IT Skills, Testing, Project Management, BPO, project management, Automation, Change management, ISO",Not Specified,2310597.0,3-4,Compliance Analyst,3,4,3.5,Hyderabad,Compliance Analyst,>20 LPA,8,Mid-Level
Expertiz,"Mumbai, Gurugram",Postgraduate,"talent management, data management, benchmarking, consulting, transaction s, asset management, project delivery, internal audit",full-time,407445.0,2-3,Analyst / Consultant,2,3,2.5,Mumbai,Analyst / Consultant,<5 LPA,8,Junior
Emerging Strategy,"Chennai, Gurugram",Postgraduate,"Secondary Research, Competitive Intelligence, Data Analysis, Spss, Tableau, Market Intelligence, Research Analyst, Market Research",full-time,1800728.0,1-4,Research Analyst,1,4,2.5,Chennai,Research Analyst,15-20 LPA,8,Junior
Augusta Infotech,Gurugram,Undergraduate,"Business Analyst, Control mapping, regulatory compliance, JIRA, Regualatory projects, Policy, Technology Regulation, business analysis",contract,1716719.0,2-3,"Business Analyst, Technology Regulatory Compliance",2,3,2.5,Gurugram,Business Analyst,15-20 LPA,8,Junior
Spot In Job Consultancy,"Hyderabad, Ahmedabad, Rajkot",Postgraduate,"Front end, Staffing, Django, Javascript, Data processing, Scheduling, Information technology, Monitoring",full-time,1375796.0,0-2,Senior Python Developer,0,2,1.0,Hyderabad,Senior Python Developer,10-15 LPA,8,Fresher
Tab Placements,Delhi,Postgraduate,"business analyst, Business Intelligence, Data Management, Data Analysis, Data Analytics",full-time,1403972.0,3-4,Business Analyst,3,4,3.5,Delhi,Business Analyst,10-15 LPA,5,Mid-Level
TechSci Researc,Noida,Not Specified,"Data analysis, Team management, Primary research, Data management, Networking, Business analytics, Consulting, Market research",full-time,2143457.0,7-8,Research Analyst Operation,7,8,7.5,Noida,Research Analyst Operation,>20 LPA,8,Senior
Airbnb,Gurugram,Postgraduate,"Outbound, SAN, Excel, Analytical, Customer support, Data quality, Business intelligence, Continuous improvement",contract,575328.0,6-7,Analytics & Insight Analyst : CSA,6,7,6.5,Gurugram,Analytics & Insight Analyst : CSA,5-10 LPA,8,Senior
Datamatics Global services Ltd.,"Mumbai, Mumbai Suburban, Mumbai",Undergraduate,"Financial Reporting, Financial Analysis, Bfsi, Finance, Investment Banking, Financial Services, Financial Research, Banking",full-time,1938349.0,0-2,Hiring For Financial Analyst @Datamatics,0,2,1.0,Mumbai,Hiring For Financial Analyst @Datamatics,15-20 LPA,8,Fresher
ARCHETIVE SOLUTIONS PRIVATE LIMITED,"Kolkata, Chennai",Postgraduate,"cca, back office executive, customer care, night shift, bpo, order management, cce, inbound",Not Specified,375953.0,0-7,Analyst - Order Analysis and Management,0,7,3.5,Kolkata,Analyst - Order Analysis and Management,<5 LPA,8,Mid-Level
Lavyuk Consultancy Services Private Limited,Bengaluru,Undergraduate,"FP & A, Cost Analysis, benefit analysis, Management Accounting, Opportunity Assessment, Advanced Excel, Forecasting, Cost Accounting",full-time,587671.0,3-7,FET Financial Analyst,3,7,5.0,Bengaluru,FET Financial Analyst,5-10 LPA,8,Mid-Level
Varite,Bengaluru,Postgraduate,"Tableau, IT Skills, Data management, Business reporting, Business Analyst, Agile",Not Specified,1216160.0,3-5,Business Analyst,3,5,4.0,Bengaluru,Business Analyst,10-15 LPA,6,Mid-Level
Vichara Technologies,"Pune, Delhi NCR",Undergraduate,"Advanced Excel, VBA, Financial Modelling, Excel, credit analysis, Python, SQL, IT Skills",full-time,1406744.0,7-8,Quantitative Modeling Analyst,7,8,7.5,Pune,Quantitative Modeling Analyst,10-15 LPA,8,Senior
Microland,Hyderabad,Not Specified,"Azure Data, MLOPS, Azure Storage, CI, python, CD, Azure Machine learning, IT Skills",full-time,850639.0,5-7,Sr. Architect - DC & Cloud,5,7,6.0,Hyderabad,Sr. Architect - DC & Cloud,5-10 LPA,8,Senior
Microland,Hyderabad,Undergraduate,"Serverless, Azure Data Factory, Lakes, IT Skills, Azure, Architect, Cloud, Data processing",full-time,2358839.0,3-4,Sr. Architect - DC & Cloud,3,4,3.5,Hyderabad,Sr. Architect - DC & Cloud,>20 LPA,8,Mid-Level
Kenan Management Consultants Private Limited,Kochi,Postgraduate,"QA Testing, Data Engineering, Mobile Development, IT Skills, Java, .Net, J2Ee, Spring",contract,745336.0,0-1,Hiring Associate Engnr. For an MNC - Freshers Hiring,0,1,0.5,Kochi,Hiring Associate Engnr. For an MNC - Freshers Hiring,5-10 LPA,8,Fresher
ITC Infotech,Remote,Postgraduate,"spring boot, JAXB, MySQL, Java Spring Framework, J2EE, JAX - WS, Java, Jenkins",Not Specified,2414797.0,5-6,Senior Java Developer,5,6,5.5,Remote,Senior Java Developer,>20 LPA,8,Senior
LyondellBasell,Mumbai,Postgraduate,"C++, SAP, Javascript, Agile, PHP, Perl, Business intelligence, SQL",contract,1879133.0,5-7,IT Product Analyst,5,7,6.0,Mumbai,IT Product Analyst,15-20 LPA,8,Senior
Axa XL,Gurugram,Undergraduate,"Compensation Benchmarking, Market Analysis, Market Intelligence, Compensation And Benefits, Job Evaluation, Team manager, HRIS",full-time,663841.0,3-4,Hiring For Manager / Sr Manager - Compensation & Benefits,3,4,3.5,Gurugram,Hiring For Manager / Sr Manager - Compensation & Benefits,5-10 LPA,7,Mid-Level
Liquiloans,Mumbai,Postgraduate,"ETL, metadata, MySQL, documentation, data processing, data integrity, analysis, validation",full-time,1174886.0,1-3,Senior Software Developer - ETL/MySQL,1,3,2.0,Mumbai,Senior Software Developer - ETL/MySQL,10-15 LPA,8,Junior
Gartner India Research &amp; Advisory Services Pvt Ltd,Gurugram,Postgraduate,"IT Skills, Python, Cloud, Project Management, Tableau, Power BI, BPO, Computer science",full-time,2328022.0,2-3,Sr Principal - Business Analytics,2,3,2.5,Gurugram,Sr Principal - Business Analytics,>20 LPA,8,Junior
UNIFY TECHNOLOGIES PVT LTD,Hyderabad,Not Specified,"API Testing, manual testing, Functional Testing, IT Skills, Java, Software Development, Testing, Quality Assurance",full-time,2034783.0,1-4,Sr QA - Manual Testing,1,4,2.5,Hyderabad,Sr QA - Manual Testing,>20 LPA,8,Junior
"Epiq Systems, Inc.",Pune,Postgraduate,"Unix, Data analysis, Document review, Analytical, Litigation support, Data quality, Manager Quality Control, Windows",contract,2348885.0,3-7,Operations Analyst,3,7,5.0,Pune,Operations Analyst,>20 LPA,8,Mid-Level
Anicalls,Mumbai,Postgraduate,"Mainframe programming, written communication, Cobol, SAS, MS SQL Server, PostgreSQL, SQL, JCL",full-time,2116461.0,2-3,Mainframe SQL Consultant (SAS) Analyst,2,3,2.5,Mumbai,Mainframe SQL Consultant (SAS) Analyst,>20 LPA,8,Junior
Infostretch solutions Pvt. Ltd.,Pune,Undergraduate,"Engineering services, SAN, Data validation, Coding, OOAD, Machine learning, Agile, Data structures",full-time,757166.0,2-3,Implementation Analyst,2,3,2.5,Pune,Implementation Analyst,5-10 LPA,8,Junior
AdElement Media Solutions Pvt. Ltd.,Delhi,Undergraduate,"big data frameworks, data analysis, analytical, R, Hive, Excel, communication, Hadoop",full-time,2047884.0,5-7,Marketing Analyst,5,7,6.0,Delhi,Marketing Analyst,>20 LPA,8,Senior
RGF Professional Recruitment,Gurugram,Postgraduate,"Analyst, Analytical, Machine learning, Management consulting, Data analytics, SPSS, Analytics, SQL",Not Specified,1018386.0,7-8,Analyst - Commercial Excellence,7,8,7.5,Gurugram,Analyst - Commercial Excellence,10-15 LPA,8,Senior
Accelere Infosoft Pvt. Ltd,Ahmedabad,Postgraduate,"Cce, Process Analyst, Internet research, Back office, Email support, MS Office, Data mining",full-time,1637341.0,7-8,CCE / Process Analyst,7,8,7.5,Ahmedabad,CCE / Process Analyst,15-20 LPA,7,Senior
Syon Infomedia Pvt Ltd,Jaipur,Undergraduate,"Test plan preparation, Automation testing, Test case execution, Manual testing, Test data, Business Analyst, Software development, Testing tools",full-time,1909207.0,3-6,Quality Analyst,3,6,4.5,Jaipur,Quality Analyst,15-20 LPA,8,Mid-Level
Splash M,Gurugram,Not Specified,"Call Monitoring, Communication Skills, Quality Monitoring, Customer Service, Customer Support, Quality Analyst, Data Management, Customer Care",contract,1887884.0,5-7,Quality Analyst,5,7,6.0,Gurugram,Quality Analyst,15-20 LPA,8,Senior
GM Analytics Solutions,Gurugram,Undergraduate,"SQL Queries, Tableau, IT Skills, Testing, Big Data, QA Testing, Defect Management, QA Analysis",full-time,405285.0,0-2,QA Analyst,0,2,1.0,Gurugram,QA Analyst,<5 LPA,8,Fresher
Right Step Consulting,Gurugram,Not Specified,"Industry research, Data migration, Analytical, Data collection, Financial Analyst, Business process analysis, Business intelligence, Business Executive",contract,911722.0,3-5,Analyst Jobs in Financial Analyst,3,5,4.0,Gurugram,Analyst Jobs in Financial Analyst,5-10 LPA,8,Mid-Level
Shell,Chennai,Not Specified,"Accounting, Excel, MS Access, Sap Is, Subject Matter Expertise, Finance, Data Management, HP Data Protector",full-time,2061189.0,2-7,Analyst - Trading Settlements,2,7,4.5,Chennai,Analyst - Trading Settlements,>20 LPA,8,Mid-Level
Reval India Pvt. Ltd.,Noida,Not Specified,"Microsoft Excel, Microsoft Office, NetSuite, financial analysis, communication, Concur, Accountancy, Supply chain",contract,1530809.0,7-8,MI Bank Reconciliation Analyst,7,8,7.5,Noida,MI Bank Reconciliation Analyst,15-20 LPA,8,Senior
ION,Noida,Undergraduate,"communication, Concur, Microsoft Office, financial analysis, Microsoft Excel, NetSuite, Accountancy, Supply chain",contract,674769.0,5-7,MI Bank Reconciliation Analyst,5,7,6.0,Noida,MI Bank Reconciliation Analyst,5-10 LPA,8,Senior
SAMKWANG INDIA ELECTRONIC PRIVATE LIMITED,Greater Noida,Undergraduate,"Advance excel, Formulas, English, MIS, VLOOKUP, Typing, HLOOKUP, MIS Reporting",contract,2129528.0,0-6,MIS Executive and Analyst,0,6,3.0,Greater Noida,MIS Executive and Analyst,>20 LPA,8,Junior
AdviserLogic,Mumbai,Undergraduate,"Analyst, Data management, Project management, Process improvement, Analytical, Management consulting, microsoft, Continuous improvement",full-time,403323.0,0-4,Continuous Improvement Analyst,0,4,2.0,Mumbai,Continuous Improvement Analyst,<5 LPA,8,Junior
BizKonnect Solutions Pvt Ltd.,Pune,Not Specified,"the, Analyst, s, data, tware, research, platforms",Not Specified,1306550.0,5-6,Web Research Analyst,5,6,5.5,Pune,Web Research Analyst,10-15 LPA,7,Senior
FutureSoft (India),Gurugram,Postgraduate,"IT Skills, Testing, Application support, Change management, Consulting, data governance, Oracle Fusion, data integrity",full-time,1268450.0,6-7,"Analyst III, Application Support",6,7,6.5,Gurugram,"Analyst III, Application Support",10-15 LPA,8,Senior
Wadhwani Foundation,Delhi,Not Specified,"Printing, Service delivery, 3D, Head Business Development, data security, Analytical, Formulation, Consulting",full-time,2417864.0,2-4,Analyst - Technology Policy,2,4,3.0,Delhi,Analyst - Technology Policy,>20 LPA,8,Junior
WRI INDIA,Mumbai,Undergraduate,"Economics, Power Point, Data Analysis, Healthcare, Data Collection, Research, Doctor, Project Coordination",full-time,1995110.0,6-7,Program Research Analyst,6,7,6.5,Mumbai,Program Research Analyst,15-20 LPA,8,Senior
World Resources Institute (WRI),Mumbai,Undergraduate,"Economics, Power Point, Data Analysis, Healthcare, Data Collection, Research, Doctor, Project Coordination",contract,576381.0,4-6,Program Research Analyst,4,6,5.0,Mumbai,Program Research Analyst,5-10 LPA,8,Mid-Level
Telamon HR Solutions,Mumbai,Postgraduate,"Computer science, Data center operations, MIN, Technical Analyst, Troubleshooting, Windows Server Administrator",contract,,1-2,Technical Analyst,1,2,1.5,Mumbai,Technical Analyst,,6,Junior
WinZO,Delhi,Undergraduate,"Communication Skills, R, Android App, Written Communication, Data Analysis, Marketing Campaigns, Data Visualization, Digital Marketing",contract,2468389.0,3-5,Marketing Analyst,3,5,4.0,Delhi,Marketing Analyst,>20 LPA,8,Mid-Level
OPK eServices,Gurugram,Undergraduate,"IT Skills, Testing, Content Marketing, Computer Science, Marketing Operations, Data Management, Email Marketing, Sem",Not Specified,1401235.0,4-5,ESP Systems Analyst,4,5,4.5,Gurugram,ESP Systems Analyst,10-15 LPA,8,Mid-Level
Automotive Robotics India Pvt. Ltd.,Chennai,Undergraduate,"deep learning, Version control, GIT, data science, Project management, PAAS, Machine learning, Telematics",full-time,1231035.0,1-7,Senior Python Developer,1,7,4.0,Chennai,Senior Python Developer,10-15 LPA,8,Mid-Level
Gemini Solutions,Gurugram,Undergraduate,"JDBC, UI Path, Servlets, Continuous Integration, written, analytical, verbal, Agile",contract,356140.0,3-4,Quality Analyst- Selenium/Java,3,4,3.5,Gurugram,Quality Analyst- Selenium/Java,<5 LPA,8,Mid-Level
WebMD,Mumbai,Postgraduate,"Computer science, tableau, MySQL, Healthcare, PLSQL, Oncology, CME, Stored procedures",contract,2283682.0,2-4,BI Analyst,2,4,3.0,Mumbai,BI Analyst,>20 LPA,8,Junior
Atkku Services LLC,Coimbatore,Undergraduate,"Quantitative research, Hoovers, Internet research, Market research, Data processing, Research, MS Office, Data mining",full-time,1417428.0,3-7,Web Research Analyst,3,7,5.0,Coimbatore,Web Research Analyst,10-15 LPA,8,Mid-Level
BizKonnect Solutions Pvt Ltd.,Pune,Not Specified,"Analyst, Excellent, software, data, web, work, implement, aggregation",Not Specified,943998.0,3-5,Web Research Analyst,3,5,4.0,Pune,Web Research Analyst,5-10 LPA,8,Mid-Level
Seven Consultancy,Chennai,Undergraduate,"Marketing programs, Web analytics, Business research, Analytical, Data collection, Market Research Analyst, Statistical software, MS Office",full-time,943106.0,1-5,Market Research Analyst,1,5,3.0,Chennai,Market Research Analyst,5-10 LPA,8,Junior
Evolent Health,Pune,Undergraduate,"SQL, IT Skills, Testing, MS SQL, Tableau, data analysis, SSAS, data manipulation",contract,2378513.0,7-8,Support Analyst II,7,8,7.5,Pune,Support Analyst II,>20 LPA,8,Senior
idfc first bank,Mumbai,Postgraduate,"Automation, tableau, Data management, Audit compliance, Coding, Senior Analyst, MIS, data governance",contract,1189767.0,4-6,Analyst -BI Tableau Reporting,4,6,5.0,Mumbai,Analyst -BI Tableau Reporting,10-15 LPA,8,Mid-Level
AgreeYa,Hyderabad,Not Specified,"communication, data analysis, data integration, SAS Database, Anaconda, PowerPoint, SQL, Excel",full-time,,6-8,SAS Analyst,6,8,7.0,Hyderabad,SAS Analyst,,8,Senior
AgreeYa,Hyderabad,Undergraduate,"SDFC, ETLs, CPQ, Data Loader Demand, migration, Salesforce com configuration, FDC, MS - Office",full-time,2349317.0,1-5,SFDC Enterprise Operations Analyst,1,5,3.0,Hyderabad,SFDC Enterprise Operations Analyst,>20 LPA,8,Junior
Seven Consultancy (HR Solution),Hyderabad,Postgraduate,"Marketing programs, Primary research, Data management, Data collection, Market research, Consultancy, Research Analyst, Research analysis",full-time,1510068.0,5-7,Research Analyst,5,7,6.0,Hyderabad,Research Analyst,15-20 LPA,8,Senior
CRU International,Mumbai,Postgraduate,"Mining, Analytical skills, Data analysis, Statistical analysis, Excel, Data management, Consulting, Coal",full-time,1469970.0,5-6,Analyst - Coal Supply & Costs,5,6,5.5,Mumbai,Analyst - Coal Supply & Costs,10-15 LPA,8,Senior
Valueadd Softtech & Systems Pvt. Ltd.,Pune,Not Specified,"IT Skills, Testing, Selenium, Automation, Business Analyst, Test Data, Test Execution, Manual Testing",contract,2167547.0,5-7,QA Analyst - Manual Testing,5,7,6.0,Pune,QA Analyst - Manual Testing,>20 LPA,8,Senior
ScopeTree Technologies,Chennai,Undergraduate,"communication, RFPS, Product promotion, Product presentation, Data collection, Equity, Market research, Marketing Analyst",Not Specified,1088830.0,7-8,Marketing Analyst,7,8,7.5,Chennai,Marketing Analyst,10-15 LPA,8,Senior
R.K Infotech (P).Ltd,Rajkot,Postgraduate,"Procurement, Project analysis, Data analysis, Project documentation, Project Analyst, Analytics, Monitoring",contract,1943510.0,5-7,Project Analyst,5,7,6.0,Rajkot,Project Analyst,15-20 LPA,7,Senior
TransUnion,Pune,Postgraduate,"analytical, Excel, PeopleSoft, data entry, Analytical skills, Analyst, Compliance, External audit",full-time,1552066.0,3-4,Invoice Processing Analyst,3,4,3.5,Pune,Invoice Processing Analyst,15-20 LPA,8,Mid-Level
Trimble,Chennai,Postgraduate,"Analyst, Interpersonal skills, Test scripts, HRIS, Analytical, Design development, data integrity, Troubleshooting",full-time,2172122.0,6-7,Workday Analyst,6,7,6.5,Chennai,Workday Analyst,>20 LPA,8,Senior
White Rivers Media,Mumbai,Postgraduate,"Data analysis, Google Analytics, Customer satisfaction, Analytical, Social media, Report writing, Consumer insights, Social Media Analyst",Not Specified,1574868.0,3-5,Social Media Analyst,3,5,4.0,Mumbai,Social Media Analyst,15-20 LPA,8,Mid-Level
ITH Technologies Pvt. Ltd.,Kanpur,Postgraduate,"Unix, Computer science, Object oriented design, C++, Network programming, Simulation, Coding, Data structures",contract,1537684.0,1-5,Quant Programmer / Analyst,1,5,3.0,Kanpur,Quant Programmer / Analyst,15-20 LPA,8,Junior
Deutsche Bank,Mumbai,Undergraduate,"Senior Analyst, Trade finance, Cash management, Risk management, Financial services, Analytics, Private equity, Monitoring",contract,1586256.0,2-5,Client Services Analyst,2,5,3.5,Mumbai,Client Services Analyst,15-20 LPA,8,Mid-Level
AgreeYa,Gurugram,Postgraduate,"SAS, communication, model validation, Networking, risk modeling, Programming, model development, Credit risk",full-time,1831241.0,6-7,Credit Risk Modelling Analyst,6,7,6.5,Gurugram,Credit Risk Modelling Analyst,15-20 LPA,8,Senior
Anicalls,Chennai,Postgraduate,"python, Spotfire, TIBCO, Tibco Spotfire, TIBCO Data Virtualization, R scripts, SDLC, communication",full-time,2037331.0,6-7,TIBCO Spotfire Analyst,6,7,6.5,Chennai,TIBCO Spotfire Analyst,>20 LPA,8,Senior
Anicalls,Mumbai,Undergraduate,"IT Skills, Python, Cloud, DevOps, Big Data, Azure, Performance tuning, query optimization",contract,693663.0,2-4,Sr. Python Developer With Kubernetes,2,4,3.0,Mumbai,Sr. Python Developer With Kubernetes,5-10 LPA,8,Junior
