company,location,education,skills_description,job_type,salary,job_experience,job_role
Microsoft,Bengaluru,Not Specified,"IT Skills, Software Development, Cloud, Big Data, Computer science, Web application development, Software design, Coding",full-time,,6-7,Principal Software Engineer
Shashwath Solution,Bengaluru,Undergraduate,"AI/ML, IT Skills, Data Science, Machine Learning, NLP, Algorithms, Artificial Intelligence, Classification",contract,905603.0,2-7,AI/ML Engineer
AirSeva,Bengaluru,Not Specified,"Java, C++, Payments Compliance, C#, Ruby on Rails, C, Django, Ruby",contract,1906703.0,5-7,"Staff Software Engineer, Payments Compliance"
Vision Beyond Resources India Private Limited,"Kochi, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",Postgraduate,"IT Skills, Python, Machine Learning, DevOps, Power BI, Azure",contract,1796064.0,1-4,Machine Learning Engineer
Ayla Networks,Bengaluru,Undergraduate,"IT Skills, Java, J2EE, Python, Software Development, Machine Learning, Cloud, Angularjs",contract,1755524.0,5-7,Cloud Engineer
Parallel Wireless,Bengaluru,Undergraduate,"Kubernetes, Tensorflow, 5G, 4G, 3G, 2G, Artificial Intelligence, Spark",contract,1579538.0,6-7,MLOps Engineer - AI/ML
Betsol Software India Private Limited,"Pune, Bengaluru",Not Specified,"IT Skills, Java, Software Development, Testing, Selenium, DevOps, Performance Testing, Jenkins",contract,1337748.0,3-7,Software Test Engineer
CaaStle,"Delhi, Bengaluru",Not Specified,"Computer science, System architecture, Coding, Information security, Analytical, Moss, Agile, QlikView",contract,1912556.0,1-7,Software Engineer-BI
Airbnb,Bengaluru,Undergraduate,"Backend, Claims, Architecture, Web development, Data structures, Customer support, Customer service, Open source",full-time,1003133.0,4-6,Staff Software Engineer
Ethos Life,Bengaluru,Undergraduate,"Data Science, Algorithms, Natural Language Processing, Big Data, Research, Machine Learning, Deep Learning, Python",contract,675641.0,3-5,Machine Learning Engineer
Ethos Capital,Bengaluru,Postgraduate,"Data Science, Algorithms, Natural Language Processing, Big Data, Medical, Machine Learning, Deep Learning, Python",full-time,2112178.0,0-7,Machine Learning Engineer
Pype,Bengaluru,Undergraduate,"data science, Machine learning",contract,1961849.0,0-6,Machine Learning Engineer
jupiter,Bengaluru,Undergraduate,"Computer science, financial products, Machine learning, Banking, Programming, Data Analyst, Research, Operations",contract,1934334.0,4-6,Research Engineer
SOFTWARE AG BANGALORE TECHNOLOGIES PRIVATE LIMITED,Bengaluru,Postgraduate,"Computer science, Version control, Prototype, Coding, Javascript, Agile, Workflow, Virtualization",contract,2093009.0,6-7,Software Engineer II
Accion labs India Private Limited,"Hyderabad, Pune, Bengaluru",Not Specified,"MySQL, Machine Learning, Deep Learning, Python, C#, machine analytics, Java, R / R#",full-time,642051.0,7-8,Machine Learning Engineer
ParallelStack Sytems,Bengaluru,Undergraduate,"CI / CD, Spark, Kubernetes, DevOps, Python, MLFlow, KubeFlow, API",contract,,7-8,Parallel Wireless - MLOps Engineer
Parallel Wireless,Bengaluru,Not Specified,"Wireless, Telecom, Automation, Prototype, Architecture, Machine learning, Open source, Monitoring",full-time,1940351.0,6-7,MLOps Engineer
Neuroglee Therapeutics,Bengaluru,Postgraduate,"Graphics, IOS",Not Specified,2176906.0,3-5,Mobile Application Engineer (iOS)
CareerXperts Consulting,Bengaluru,Undergraduate,"Computer science, Usage, Literature, data science, Machine learning, Algorithm development, Infrastructure, Subject Matter Expert",contract,833213.0,1-3,Principal Machine Learning Engineer
InfoCepts,"Nagpur, Pune, Chennai, Bengaluru",Not Specified,"Azure Synapse, MySql, Azure DevOps, Azure Cloud, Azure Logic App, Python, Azure Data Lake Storage, SQL",contract,1515233.0,1-3,Opening For Azure Engineer (Azure Synapse)
Balbix,"Gurugram, Bengaluru",Undergraduate,"JIRA, NoSQL, Rest API, SaaS, Python, Git, SQL, Linux",full-time,461434.0,2-4,Python Automation Engineer
AERA SOFTWARE TECHNOLOGY PVT LTD,Pune,Not Specified,"python, Docker, airflow, Cicd Pipeline, Deployment, C++",full-time,2251966.0,6-7,MLOps Engineer
Zendrive Inc,Bengaluru,Postgraduate,"Computer science, Health insurance, Team leading, Software Development Engineer II, Talent acquisition, Analytical, SDK, Open source",contract,1832875.0,3-6,Software Development Engineer II - IOS
DocsApp,Bengaluru,Postgraduate,"TCP, python, css, ISO, HTTP, Stakeholder management, Japanese, javascript",contract,2406345.0,1-3,Engineering Manager
Ayla Networks,Bengaluru,Postgraduate,"Computer science, Application deployment, Embedded systems, Cloud, Technical Advisor, Agile, Manager Technology, Firmware",full-time,1667727.0,7-8,Engineering Manager
SKAN,Bengaluru,Undergraduate,"debugging, analytics, Python, IT Skills, Mining, Architecture, Programming, Research",contract,2437355.0,4-5,Product Engineering and Development
AMPLIFY ANALYTIX INDIA PRIVATE LIMITED,Bengaluru,Postgraduate,Learn more,Not Specified,1608344.0,6-8,Machine Learning Engineer
Compile Inc,Bengaluru,Undergraduate,"Data Scientist, Programming, Software Engineer, Fresher, Ml",full-time,770168.0,7-8,Software engineer
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bengaluru,Postgraduate,"Java, Selenium",contract,458717.0,5-7,SDET Engineer | Walmart
PowerSchool,Bengaluru,Undergraduate,"Performance tuning, jQuery, SOA, Data modeling, Javascript, Data structures, HTML, MVC",contract,1686191.0,4-5,Engineer II
jupiter,Bengaluru,Postgraduate,"Building Applications, Java, Aws Cloud, Redis, Ci / Cd, Machine Learning, Algorithm, Microservices",full-time,560231.0,5-6,Software Engineer III
Jupiter.money,Bengaluru,Not Specified,"Building Applications, Java, Aws Cloud, Kafka, Redis, Software Engineer, Ci / Cd, Machine Learning",full-time,2364269.0,4-5,Software Engineer III
Zendrive Inc,Bengaluru,Postgraduate,"Computer science, Health insurance, Backend, Prototype, cassandra, MySQL, Machine learning, big data",full-time,2049404.0,3-4,Staff Software Engineer - Backend
Exabeam,Bengaluru,Not Specified,"Computer science, Automation, cyber security, GCP, Machine learning, Performance testing, SIEM, Data processing",contract,2211362.0,1-3,Principal Engineer
Airbnb,Bengaluru,Not Specified,"Computer science, SAN, C++, Backend, MIS, Django, Machine learning, Data structures",full-time,2439481.0,2-4,"Staff Software Engineer, Payments Compliance"
CareerXperts Consulting,Bengaluru,Postgraduate,"Unix, Ubuntu, C++, Backend, GIT, Analytical, Debugging, Consulting",full-time,1051441.0,4-5,Software Engineer
Solarwinds India Pvt Ltd,Bengaluru,Postgraduate,"Software Engineer, Java/Golang/Kotlin",contract,414922.0,6-8,Software Engineer (back end/full stack)
Solarwinds India Pvt Ltd,Bengaluru,Undergraduate,"Backend, Azure, GCP, VMWare and/or Kubernetes, AWS",full-time,878327.0,1-3,Staff Engineer ( back end / full stack )
Zebra Technologies India Pvt Ltd,Bengaluru,Undergraduate,"Supply chain, Linux, technical publication, Debugging, Embedded Linux, Healthcare, Firmware, Open source",contract,1354826.0,7-8,Embedded Linux Software Engineer
CareerXperts Consulting,Bengaluru,Undergraduate,"Hedge funds, Agile, Healthcare, HTTP, Scrum, Research, big data, Distribution system",full-time,1748196.0,2-3,Principal A+ Engineer
Tala,Bengaluru,Postgraduate,"Computer science, Backend, Software Development Engineer II, Architecture, GCP, Finance, Deployment, Open source",contract,477678.0,1-4,Software Development Engineer
Zendrive Inc,Bengaluru,Postgraduate,"Computer science, Health insurance, Backend, Team leading, Coding, Talent acquisition, Infrastructure, Data structures",contract,745108.0,0-2,Software Development Engineer III - Backend
Instawork,Bengaluru,Postgraduate,"Computer science, SAN, Health insurance, Automation, Backend, Linux, Django, Infrastructure",contract,493753.0,3-4,Infrastructure Engineer
Greenizon Agritech Consultancy,Bengaluru,Postgraduate,"Angularjs, Nosql, Private Equity, Algorithms, Data Structures, Financial Inclusion, Full Stack, Software Engineer",contract,2473595.0,7-8,Software Engineer - Full Stack
Uptycs,"Pune, Bengaluru",Undergraduate,"Backend, Postgresql, Analytical, Agile, MongoDB, JIRA, Middleware, Distribution system",full-time,2145737.0,5-7,Principal Software Engineer - Backend / Middleware
Ankercloud,Bengaluru,Undergraduate,"Computer vision, C++, Data analysis, Linux, GCP, Machine learning, Monitoring, Analytics",full-time,1443535.0,6-8,Machine Learning Engineer
Jupiter.money,Bengaluru,Undergraduate,"Data Science, Ux, Algorithms, Data Scientist, Problem Solving, Computer Science, Machine Learning, Startup",full-time,548382.0,3-5,Research Engineer
Infoworks,Bengaluru,Postgraduate,"Agile, Pig, data warehousing, Java, Scala, Cloud infrastructure Data engineering, MapReduce, Hive",full-time,2334195.0,4-6,Principal Software Engineer
Tredence Analytics Solutions Private Limited,Bengaluru,Undergraduate,"IT Skills, Java, Software Development, Data Science, Cloud, DevOps, Big Data, hive",contract,1912050.0,2-7,Manager Product Engineering
First Source Advisors Pvt Ltd,Bengaluru,Undergraduate,"Java, Software Development, Front End, Computer Science, Javascript, Web Application, Full Stack, Aws",contract,2401278.0,3-5,Software Engineer-Full Stack Engineer
Instabase,Bengaluru,Postgraduate,"Docker, Kubernetes, nltk, data integration, Spacy, dataset wrangling, SQL, data parsing",contract,1550043.0,1-4,Software Engineer
Bold Business,Bengaluru,Undergraduate,"Business Intelligence, Css, Natural Language Processing, Javascript, User Experience, Web Application, Api, Machine Learning",contract,903003.0,6-8,Software Engineer
Hashtag Talent,Bengaluru,Postgraduate,"Wireless, Computer science, Managed services, Debugging, Flex, Tools, SIEM, Technical support",Not Specified,2123559.0,0-3,Logging Engineer Security
Superior Group,Bengaluru,Not Specified,"Computer science, Hibernate, Software design, jQuery, SOA, Javascript, Data structures, HTML",full-time,1620665.0,6-8,product engineers
AECOM,Bengaluru,Undergraduate,"Structural Engineering, Water structures, engineering data, engineering",full-time,1363660.0,4-5,Structural Engineering II Professional
Vision Beyond Resources India Private Limited,Remote,Undergraduate,"tensorflow, Python, machine learning",full-time,1297906.0,5-6,Machine Learning Engineer
Semper Fi Solution,Bengaluru,Undergraduate,"DevOps, Terraform, Github, CI/CD Pipeline, Microservices Architecture, Google Cloud Platform, Cloud, Kafka",full-time,1555304.0,6-7,Cloud Devops Engineer - Terraform/CI/CD Pipeline
MediBuddy(PHASORZ TECHNOLOGIES PRIVATE LIMITED),Bengaluru,Undergraduate,"Engineering Project Management, Architecture, Programming, Node.Js, Python, Roadmap",contract,1625646.0,0-2,Engineering Manager
Informatica,Bengaluru,Undergraduate,"Computer science, metadata, Data management, Analytical, Machine learning, SCALA, Data processing, Wellness",full-time,2491502.0,7-8,Principal Software Engineer
Dell International Services IndiaPrivate Limited,Bengaluru,Undergraduate,"Java, AngularJS, Object Oriented Analysis & Design, REST API, NLP, Networking, SaaS, Spark",contract,1616810.0,3-6,Software Principal Engineer
Dell International Services IndiaPrivate Limited,Bengaluru,Undergraduate,"Kafka, Data engineering, Apache Spark, Azure Steam Analytics, NLP, Networking, cloud solutions, UI design",full-time,1637360.0,4-5,Software Principal Engineer
Servian,Bengaluru,Undergraduate,"IT Skills, Python, Software Development, Testing, Data Science, Machine Learning, Artificial Intelligence, Computer vision",contract,1359493.0,3-5,Platform Engineer
TAAL Tech India Private Limited,Bengaluru,Postgraduate,"Sales, Industry 4.0, Business Development, Digital Engineering, Engineering Services",contract,,0-4,Business Development Manager - Digital Engineering
Abzooba India Infotech Private Limited,Pune,Postgraduate,"Datafactory, Azure Databricks, azure devops, SQL, Kubernetes, Visual Studio, PowerShell Scripting, Azure Data",contract,1956225.0,4-6,Great Opportunity For Azure Devops Engineer | Abzooba
Abzooba India Infotech Private Limited,Pune,Undergraduate,"Datafactory, Azure Databricks, azure devops, SQL, Kubernetes, Docker, Networking, Nsgs",full-time,465214.0,0-2,Great Opportunity For Azure Devops Engineer | Abzooba
FabHotel Aay Kay Model Town,Bengaluru,Postgraduate,"Computer science, Maven, Hibernate, Front end, GIT, Javascript, Agile, JDBC",contract,1660269.0,0-1,Software Engineer
SCIATIVE SOLUTIONS PRIVATE LIMITED,Navi Mumbai,Postgraduate,"SQL, Micros Services Architecture, NoSQL, Django, Web Application, Big Data, Software Architect, Full Stack Development",full-time,1454161.0,2-7,Software Engineering Manager
SCIATIVE SOLUTIONS PRIVATE LIMITED,Navi Mumbai,Undergraduate,"Computer Vision, IT Skills, Artificial Intelligence, Image Analytics, PyTorch, Micros Services Architecture, NoSQL, Big Data",contract,,1-7,Computer Vision Engineer
Viasat,Chennai,Undergraduate,"Software design, Backend, RDBMS, Software Development Manager, Web development, Machine learning, Data structures, Genetics",full-time,1364052.0,4-6,"Software Development Engineer Full Stack, Python, Web development"
RGF Professional Recruitment,Bengaluru,Undergraduate,"Unix, metadata, Project management, Shell scripting, Machine learning, Oracle, Open source, SQL",full-time,1413857.0,0-2,MLOps Engineer
CommerceIQ,Bengaluru,Postgraduate,"Supply chain, Computer science, Backend, Coding, Debugging, Machine learning, System design, Customer service",contract,1705451.0,5-7,Software Development Engineer III
STATS PERFORM,Bengaluru,Postgraduate,"Tomcat, Usage, Front end, Oracle SQL, Coding, Artificial Intelligence, Architectural design, Cloud",contract,961445.0,2-3,Software Engineer IV
Zebra Technologies India Pvt Ltd,Bengaluru,Postgraduate,"Computer science, Product engineering, Interpersonal skills, Linux, Networking, Agile, Load balancing, big data",contract,1281487.0,7-8,"Cloud Engineer, Advanced"
Fivetran,Bengaluru,Undergraduate,"IT Skills, Java, Cloud, Jenkins, AWS, Azure, continuous integration, Backend",full-time,727629.0,0-2,Staff Software Development Engineer
Tesco Bengaluru,Bengaluru,Postgraduate,"Java, Software Development, Azure, Data Engineering, Big Data, Third Party, Spark, Machine Learning",full-time,2340290.0,1-2,Principal Software Dev Engr
SR UTILITY SOLUTIONS INDIA PRIVATE LIMITED,"Hyderabad, Chennai, Bengaluru",Postgraduate,"deep troubleshooting, Azure, Powershell scripting, IT Skills, Cloud, Azure Cloud Engineer",full-time,1319499.0,1-2,Azure Cloud Engineer | UK TIER 2 (Sponsor Visa)
Luxoft,Bengaluru,Undergraduate,"RDBMS, Spring Boot, Java 8, IT Skills, Java, Python, Testing, Cloud",Not Specified,1135908.0,4-5,Java Engineers
Toyota Connected India Private Limited,Bengaluru,Undergraduate,"IT Skills, Java, Python, Testing, Cloud, DevOps, Elastic Search, Linux",Not Specified,1163377.0,2-4,Cloud Engineer - TCIN
Bidgely Technologies Private Limited,Bengaluru,Undergraduate,"Product Development, Java, Hibernate, System Architecture, Cassandra, J2Ee, Data Lake, Spark",contract,1795328.0,6-8,Engineering Manager
Enquero,"Hyderabad, Bengaluru",Undergraduate,"Automation, MySQL, Javascript, HTML, Web designing, Oracle, SSIS, Teradata",contract,1019074.0,5-7,Software Developement Engineer (ER Only) - Platform & IP
R.S.Consultants,Bengaluru,Postgraduate,"Automation, Networking, SOA, RDBMS, MySQL, Application development, Manager Quality Control, Open source",full-time,1345941.0,3-4,Engineering Manager - Product Development
Snaphunt,Bengaluru,Undergraduate,"kafka, programming, nosql, algorithms, hadoop, scalability",Not Specified,1167455.0,0-1,Staff Engineer
PITCS,"Mumbai, Pune, Chennai",Postgraduate,"Cloud Security, TCP/IP, Azure security services, IT Skills, Cloud, Azure, Azure cloud, SIEM",full-time,2106833.0,2-6,Information Security Analyst - Cloud Security
PITCS,"Mumbai, Pune, Chennai",Not Specified,"Cloud Security, Information Security, IT Skills, Cloud, Azure, Azure cloud, SIEM, Data Loss Prevention",full-time,400386.0,4-6,Information Security Analyst[Cloud Security]
